,codigo,nao,sob,br,teor,portal,ww,jus,http,autenticacao,autenticardocumento,asp,senha,pagina,inteiro,penal,pela,i,direito,estado,min,contra,pelo,ap,moraes,alexandre,crimes,pessoas,dia,democratico,denuncia,vogal,ii,crime,violencia,p,n,criminosa,atos,palacio_do_planalto,todos,associacao,ja,lei,foram,publico,republica,mesmo,acao,rd,poderes,grupo,pratica,patrimonio,forma,m,unico,denunciado,ameaca,bem,paragrafo,ainda,caso,assim,geral,grave,manifestantes,l,congresso_nacional,corte,relacao,nq,iv,exercicio,condutas,reu,abolicao,pena,policia,golpe,competencia,foro,ministerio,inq,outros,sentido,meio,prerrogativa,alem,violenta,presente,conforme,fatos,poder,tem,qualquer,r,governo,dano,quanto,parte,emprego,prejuizo,uniao,fim,momento,eett,denunciados,fato,juizo,esta,conduta,defesa,existencia,pelos,silva,militar,circunstancias,rel,sendo,sido,invasao,paulo,praca_dos_tres_poderes,autoria,razao,termos,nesse,portanto,causa,delito,sem,objetivo,seguranca,inclusive,concurso,julgamento,constitucionais,lucia,acusado,c,delitos,demais,seja,participacao,dias,investigados,deve,acoes,anos
invasao,2873.0,2236.0,2692.0,2513.0,2477.0,2661.0,2547.0,2529.0,2566.0,2484.0,2471.0,2458.0,2428.0,2432.0,2421.0,858.0,2905.0,855.0,1301.0,1820.0,1409.0,2119.0,1096.0,1850.0,1378.0,1370.0,1221.0,908.0,2447.0,1143.0,952.0,911.0,160.0,802.0,2537.0,254.0,903.0,1047.0,3660.0,4667.0,804.0,1120.0,1522.0,197.0,1836.0,1819.0,1806.0,964.0,444.0,759.0,1663.0,1835.0,1227.0,1918.0,769.0,295.0,247.0,493.0,728.0,783.0,204.0,1200.0,143.0,601.0,509.0,504.0,2649.0,316.0,3646.0,896.0,585.0,469.0,110.0,505.0,1077.0,1190.0,944.0,48.0,2137.0,824.0,174.0,481.0,308.0,958.0,1297.0,444.0,850.0,497.0,799.0,1275.0,885.0,859.0,395.0,696.0,586.0,54.0,32.0,844.0,906.0,852.0,1449.0,452.0,557.0,277.0,390.0,872.0,240.0,230.0,253.0,885.0,329.0,243.0,611.0,597.0,448.0,565.0,1060.0,699.0,249.0,829.0,97.0,10695.0,163.0,755.0,315.0,749.0,217.0,415.0,603.0,23.0,249.0,116.0,339.0,1311.0,896.0,257.0,278.0,225.0,134.0,235.0,121.0,252.0,198.0,167.0,269.0,153.0,339.0,147.0,449.0,57.0
paulo,4190.0,2895.0,3107.0,2876.0,3072.0,2861.0,2873.0,2867.0,2873.0,2862.0,2865.0,2870.0,2890.0,3290.0,2952.0,4053.0,1103.0,1111.0,3116.0,1844.0,1527.0,911.0,1280.0,868.0,1608.0,1543.0,1792.0,1449.0,1741.0,766.0,563.0,886.0,752.0,1741.0,1211.0,3959.0,2221.0,941.0,694.0,155.0,769.0,1430.0,1059.0,663.0,823.0,467.0,163.0,1163.0,291.0,500.0,326.0,1256.0,740.0,303.0,548.0,809.0,486.0,719.0,1145.0,778.0,435.0,765.0,422.0,679.0,1366.0,1077.0,320.0,641.0,242.0,204.0,603.0,378.0,332.0,234.0,351.0,313.0,531.0,569.0,85.0,1238.0,31.0,79.0,317.0,203.0,129.0,1063.0,1365.0,82.0,828.0,423.0,300.0,440.0,438.0,607.0,872.0,943.0,669.0,819.0,703.0,199.0,1507.0,171.0,74.0,178.0,192.0,67.0,1476.0,939.0,803.0,231.0,379.0,476.0,297.0,251.0,282.0,200.0,113.0,201.0,53.0,226.0,345.0,163.0,10693.0,313.0,798.0,213.0,67.0,265.0,447.0,245.0,660.0,100.0,525.0,41.0,53.0,598.0,131.0,151.0,3373.0,254.0,55.0,360.0,529.0,396.0,819.0,132.0,204.0,264.0,442.0,248.0
praca_dos_tres_poderes,4228.0,2510.0,2469.0,2342.0,2633.0,2334.0,2333.0,2331.0,2335.0,2338.0,2345.0,2353.0,2395.0,2525.0,2462.0,2331.0,2001.0,1634.0,3001.0,3541.0,1194.0,2601.0,1746.0,1292.0,1174.0,1163.0,2406.0,2986.0,4071.0,2931.0,333.0,927.0,913.0,1931.0,3726.0,573.0,746.0,1535.0,2179.0,4279.0,949.0,1168.0,607.0,503.0,1342.0,1513.0,1806.0,2615.0,77.0,1105.0,2619.0,1958.0,1221.0,2077.0,952.0,1270.0,864.0,2184.0,2697.0,934.0,803.0,807.0,1461.0,879.0,533.0,2442.0,929.0,1321.0,4555.0,3.0,441.0,871.0,352.0,1647.0,155.0,978.0,1526.0,164.0,1126.0,1159.0,39.0,2.0,425.0,303.0,815.0,101.0,1573.0,0.0,360.0,1817.0,574.0,529.0,722.0,1122.0,784.0,355.0,252.0,2104.0,530.0,559.0,213.0,2004.0,816.0,1054.0,1518.0,666.0,479.0,888.0,144.0,537.0,675.0,195.0,147.0,71.0,274.0,654.0,815.0,164.0,47.0,244.0,406.0,755.0,313.0,10669.0,203.0,506.0,98.0,104.0,35.0,34.0,375.0,361.0,1894.0,261.0,324.0,48.0,222.0,1262.0,211.0,215.0,246.0,358.0,322.0,296.0,109.0,121.0,62.0,26.0,185.0,117.0
autoria,4372.0,3115.0,2502.0,2429.0,2439.0,2413.0,2463.0,2446.0,2484.0,2399.0,2387.0,2377.0,2359.0,2419.0,2352.0,5020.0,2546.0,1700.0,2890.0,1338.0,2145.0,1676.0,1577.0,1575.0,1648.0,1648.0,4470.0,900.0,1195.0,1070.0,3952.0,730.0,2048.0,3653.0,1078.0,950.0,701.0,1415.0,931.0,786.0,731.0,1319.0,300.0,1191.0,563.0,1495.0,358.0,1317.0,2596.0,734.0,486.0,114.0,2059.0,1328.0,481.0,742.0,1110.0,952.0,678.0,434.0,1135.0,792.0,383.0,500.0,842.0,647.0,286.0,688.0,386.0,930.0,1471.0,545.0,725.0,1286.0,2278.0,866.0,744.0,327.0,248.0,608.0,907.0,909.0,1008.0,1136.0,569.0,813.0,259.0,909.0,375.0,670.0,733.0,592.0,1599.0,118.0,211.0,813.0,247.0,421.0,1390.0,585.0,438.0,541.0,696.0,891.0,396.0,690.0,415.0,378.0,1085.0,687.0,854.0,971.0,1547.0,3622.0,471.0,473.0,149.0,1267.0,1088.0,1150.0,290.0,315.0,798.0,203.0,10664.0,429.0,542.0,387.0,296.0,2061.0,487.0,355.0,47.0,206.0,759.0,648.0,399.0,161.0,33.0,1204.0,278.0,793.0,678.0,294.0,1006.0,257.0,593.0,58.0,125.0,149.0
razao,4188.0,5630.0,2073.0,2099.0,2029.0,2064.0,2139.0,2112.0,2170.0,2044.0,2027.0,2016.0,2003.0,2006.0,1999.0,4590.0,4442.0,1929.0,2293.0,1837.0,1491.0,1731.0,1774.0,1147.0,1046.0,1075.0,2216.0,447.0,1467.0,1833.0,1701.0,1197.0,2150.0,1307.0,527.0,443.0,990.0,1570.0,842.0,1510.0,971.0,700.0,701.0,1143.0,480.0,1191.0,1838.0,454.0,1175.0,589.0,783.0,130.0,1039.0,798.0,572.0,1083.0,1415.0,674.0,404.0,1101.0,1422.0,1180.0,768.0,612.0,1539.0,481.0,1012.0,882.0,1163.0,1284.0,1646.0,425.0,1434.0,1308.0,1004.0,1190.0,788.0,1533.0,257.0,803.0,662.0,825.0,911.0,918.0,557.0,943.0,568.0,818.0,362.0,658.0,445.0,934.0,1808.0,215.0,590.0,772.0,298.0,45.0,759.0,886.0,521.0,249.0,228.0,362.0,876.0,902.0,179.0,423.0,515.0,999.0,1042.0,663.0,589.0,316.0,680.0,649.0,200.0,553.0,641.0,410.0,681.0,749.0,213.0,506.0,429.0,10660.0,341.0,284.0,550.0,973.0,1453.0,133.0,406.0,176.0,246.0,228.0,617.0,398.0,57.0,1000.0,656.0,359.0,927.0,507.0,103.0,1040.0,351.0,1106.0,424.0,639.0
termos,6223.0,3955.0,3300.0,3292.0,3056.0,3189.0,3274.0,3243.0,3305.0,3165.0,3145.0,3127.0,3076.0,3015.0,3015.0,6079.0,2468.0,3585.0,1133.0,745.0,1304.0,1238.0,2028.0,1472.0,1630.0,1664.0,1378.0,768.0,962.0,586.0,2333.0,1406.0,2360.0,623.0,393.0,687.0,1322.0,589.0,644.0,352.0,1569.0,568.0,879.0,2808.0,1012.0,765.0,750.0,1137.0,1120.0,872.0,86.0,239.0,278.0,462.0,1175.0,927.0,1336.0,808.0,274.0,898.0,1284.0,798.0,1307.0,585.0,682.0,201.0,139.0,1360.0,102.0,1117.0,1201.0,773.0,1357.0,410.0,475.0,1459.0,534.0,1166.0,414.0,338.0,1840.0,1050.0,629.0,1012.0,411.0,656.0,441.0,988.0,589.0,540.0,897.0,375.0,862.0,158.0,368.0,467.0,919.0,85.0,358.0,1415.0,564.0,85.0,229.0,402.0,331.0,85.0,274.0,271.0,709.0,786.0,202.0,484.0,850.0,344.0,866.0,607.0,47.0,529.0,229.0,579.0,1039.0,217.0,67.0,98.0,542.0,341.0,10511.0,438.0,325.0,688.0,465.0,608.0,197.0,196.0,938.0,798.0,659.0,37.0,344.0,336.0,2134.0,558.0,285.0,651.0,119.0,793.0,233.0,899.0,311.0,746.0
nesse,3421.0,5134.0,2344.0,2168.0,2225.0,2141.0,2202.0,2168.0,2205.0,2135.0,2134.0,2138.0,2162.0,2237.0,2198.0,3208.0,2054.0,885.0,1693.0,1377.0,2366.0,1039.0,1802.0,1396.0,1308.0,1331.0,1247.0,1386.0,1067.0,1013.0,1545.0,1016.0,451.0,1270.0,566.0,1186.0,1180.0,613.0,999.0,556.0,1042.0,460.0,1395.0,1188.0,773.0,1267.0,1449.0,1953.0,1605.0,766.0,931.0,1152.0,692.0,238.0,1534.0,374.0,233.0,888.0,344.0,831.0,170.0,797.0,1314.0,648.0,851.0,491.0,738.0,132.0,656.0,760.0,599.0,610.0,318.0,907.0,356.0,598.0,801.0,322.0,646.0,575.0,749.0,690.0,1234.0,997.0,464.0,5815.0,389.0,683.0,510.0,298.0,1052.0,677.0,808.0,933.0,1026.0,443.0,605.0,934.0,407.0,635.0,569.0,280.0,270.0,99.0,513.0,1507.0,249.0,448.0,385.0,221.0,393.0,1272.0,773.0,310.0,1010.0,336.0,701.0,25.0,1559.0,478.0,405.0,415.0,265.0,104.0,387.0,284.0,438.0,10449.0,1246.0,530.0,879.0,776.0,963.0,712.0,433.0,164.0,912.0,565.0,209.0,206.0,274.0,564.0,801.0,827.0,422.0,443.0,553.0,1054.0,543.0,50.0
portanto,3610.0,4347.0,2706.0,2730.0,2540.0,2470.0,2531.0,2485.0,2519.0,2466.0,2464.0,2462.0,2479.0,2552.0,2532.0,2451.0,2154.0,1435.0,2167.0,2181.0,2019.0,1829.0,2257.0,1647.0,1559.0,1572.0,2173.0,1846.0,935.0,1618.0,1998.0,866.0,886.0,1672.0,713.0,960.0,1180.0,1546.0,1511.0,425.0,1259.0,1659.0,1266.0,699.0,994.0,1692.0,1401.0,625.0,1555.0,673.0,1383.0,1234.0,1524.0,707.0,1380.0,562.0,535.0,1045.0,398.0,1022.0,586.0,1059.0,857.0,960.0,660.0,353.0,448.0,377.0,824.0,939.0,583.0,529.0,388.0,1048.0,741.0,546.0,831.0,481.0,229.0,651.0,381.0,711.0,1303.0,590.0,886.0,1355.0,223.0,544.0,737.0,319.0,1656.0,1037.0,709.0,844.0,465.0,675.0,232.0,1024.0,275.0,481.0,598.0,224.0,188.0,192.0,700.0,1614.0,356.0,905.0,735.0,189.0,543.0,846.0,744.0,749.0,1223.0,1061.0,224.0,930.0,711.0,1338.0,564.0,603.0,447.0,35.0,296.0,550.0,325.0,1246.0,10384.0,617.0,759.0,1097.0,1052.0,283.0,549.0,1098.0,207.0,794.0,136.0,605.0,249.0,1219.0,263.0,1049.0,475.0,339.0,1113.0,1637.0,849.0,113.0
causa,6779.0,4162.0,2682.0,2618.0,2533.0,2593.0,2685.0,2651.0,2719.0,2569.0,2547.0,2527.0,2489.0,2479.0,2475.0,7788.0,2628.0,2145.0,1470.0,1384.0,2037.0,1308.0,1892.0,1570.0,1219.0,1217.0,2815.0,373.0,1245.0,844.0,4269.0,1190.0,3467.0,1681.0,433.0,1280.0,628.0,961.0,1209.0,118.0,1421.0,943.0,435.0,805.0,423.0,894.0,617.0,581.0,4959.0,873.0,278.0,180.0,1023.0,485.0,908.0,1210.0,1961.0,308.0,465.0,530.0,1932.0,678.0,492.0,1158.0,726.0,456.0,106.0,810.0,233.0,1131.0,1126.0,660.0,1362.0,660.0,585.0,1027.0,661.0,1056.0,99.0,611.0,1368.0,569.0,834.0,1211.0,183.0,739.0,196.0,502.0,612.0,623.0,1581.0,794.0,1135.0,222.0,275.0,1095.0,389.0,137.0,338.0,889.0,229.0,202.0,477.0,316.0,391.0,1049.0,357.0,483.0,529.0,1260.0,488.0,633.0,929.0,2812.0,613.0,149.0,90.0,379.0,1145.0,998.0,377.0,23.0,245.0,34.0,2061.0,973.0,688.0,530.0,617.0,10367.0,987.0,452.0,267.0,87.0,52.0,324.0,275.0,173.0,55.0,470.0,779.0,401.0,101.0,398.0,708.0,1382.0,393.0,627.0,155.0,705.0
delito,4853.0,5107.0,2488.0,2316.0,2257.0,2251.0,2340.0,2269.0,2297.0,2237.0,2232.0,2229.0,2222.0,2250.0,2224.0,5562.0,2361.0,1683.0,2317.0,2585.0,916.0,1297.0,2254.0,1572.0,588.0,590.0,2011.0,1307.0,507.0,1529.0,1322.0,1290.0,1562.0,2382.0,1643.0,1310.0,720.0,3141.0,740.0,992.0,492.0,2304.0,985.0,1682.0,438.0,1118.0,1034.0,511.0,814.0,661.0,383.0,365.0,2304.0,1012.0,1220.0,1797.0,1421.0,295.0,1698.0,1043.0,1429.0,936.0,964.0,742.0,930.0,1655.0,184.0,1608.0,893.0,243.0,1513.0,541.0,793.0,170.0,838.0,1441.0,1310.0,1945.0,292.0,1531.0,125.0,283.0,1085.0,403.0,943.0,912.0,626.0,283.0,532.0,437.0,920.0,974.0,320.0,538.0,1323.0,754.0,110.0,1331.0,1198.0,1459.0,1123.0,1048.0,833.0,719.0,685.0,823.0,177.0,544.0,666.0,408.0,374.0,1132.0,142.0,538.0,265.0,115.0,103.0,1327.0,350.0,544.0,548.0,249.0,660.0,375.0,487.0,1453.0,465.0,879.0,759.0,987.0,10363.0,761.0,1164.0,170.0,161.0,1028.0,24.0,90.0,9.0,588.0,49.0,779.0,500.0,612.0,611.0,490.0,105.0,1309.0,411.0,1032.0
sem,3214.0,5001.0,2368.0,2391.0,2360.0,2240.0,2263.0,2252.0,2276.0,2233.0,2232.0,2231.0,2248.0,2321.0,2284.0,2634.0,1560.0,1478.0,2340.0,1857.0,1468.0,1285.0,2149.0,1221.0,998.0,1009.0,1384.0,1250.0,1099.0,1528.0,1807.0,1145.0,921.0,1349.0,1087.0,644.0,971.0,612.0,858.0,495.0,931.0,684.0,887.0,953.0,1078.0,726.0,359.0,1750.0,809.0,968.0,1064.0,716.0,709.0,203.0,1126.0,321.0,703.0,760.0,491.0,926.0,591.0,987.0,498.0,883.0,331.0,495.0,511.0,338.0,240.0,1154.0,1226.0,746.0,231.0,812.0,1218.0,509.0,415.0,647.0,271.0,301.0,1573.0,1290.0,585.0,527.0,682.0,1021.0,468.0,1168.0,761.0,68.0,969.0,643.0,935.0,881.0,1085.0,2315.0,196.0,239.0,49.0,394.0,902.0,201.0,1206.0,148.0,135.0,1096.0,246.0,1313.0,780.0,621.0,667.0,977.0,498.0,350.0,310.0,98.0,336.0,243.0,649.0,342.0,779.0,116.0,100.0,361.0,355.0,133.0,608.0,776.0,1097.0,452.0,761.0,10266.0,356.0,416.0,600.0,157.0,760.0,643.0,279.0,504.0,98.0,495.0,332.0,311.0,318.0,445.0,356.0,1203.0,462.0,574.0
objetivo,3493.0,3435.0,2257.0,2457.0,2240.0,2198.0,2352.0,2236.0,2287.0,2182.0,2171.0,2162.0,2153.0,2180.0,2154.0,2199.0,1426.0,1359.0,3748.0,4090.0,834.0,2404.0,2022.0,1043.0,948.0,835.0,3100.0,2302.0,1523.0,3594.0,461.0,891.0,1095.0,1708.0,2194.0,601.0,867.0,1965.0,1718.0,1578.0,1035.0,1892.0,600.0,512.0,597.0,1147.0,2196.0,1494.0,930.0,896.0,2734.0,3601.0,2293.0,765.0,1867.0,867.0,229.0,1670.0,1479.0,649.0,266.0,1054.0,902.0,631.0,541.0,1338.0,516.0,629.0,2491.0,128.0,612.0,640.0,244.0,1792.0,405.0,148.0,1742.0,52.0,597.0,818.0,12.0,0.0,256.0,254.0,937.0,933.0,1771.0,0.0,772.0,900.0,214.0,474.0,695.0,733.0,1346.0,465.0,550.0,2961.0,72.0,647.0,599.0,608.0,561.0,250.0,840.0,632.0,343.0,550.0,557.0,98.0,278.0,846.0,148.0,227.0,908.0,370.0,1542.0,257.0,54.0,325.0,365.0,339.0,525.0,1894.0,47.0,406.0,197.0,963.0,1052.0,267.0,1164.0,356.0,10261.0,42.0,0.0,799.0,145.0,1707.0,164.0,212.0,116.0,637.0,215.0,376.0,174.0,188.0,90.0,606.0,606.0,151.0
seguranca,2910.0,2171.0,3200.0,2510.0,2521.0,2469.0,2512.0,2496.0,2531.0,2463.0,2459.0,2457.0,2459.0,2506.0,2488.0,1047.0,1712.0,895.0,1385.0,1674.0,1322.0,2217.0,1329.0,2059.0,1187.0,1186.0,1275.0,801.0,1505.0,617.0,181.0,1024.0,278.0,430.0,1864.0,193.0,526.0,232.0,1353.0,2885.0,406.0,53.0,2056.0,1012.0,2803.0,576.0,2207.0,981.0,290.0,552.0,758.0,256.0,369.0,404.0,517.0,64.0,158.0,338.0,1182.0,1512.0,117.0,831.0,189.0,205.0,953.0,589.0,4042.0,326.0,971.0,275.0,556.0,414.0,10.0,290.0,280.0,402.0,132.0,349.0,1285.0,80.0,91.0,0.0,176.0,220.0,1919.0,941.0,237.0,1.0,719.0,254.0,311.0,136.0,394.0,278.0,716.0,696.0,56.0,237.0,208.0,776.0,697.0,770.0,199.0,575.0,669.0,1429.0,127.0,196.0,121.0,879.0,152.0,269.0,1089.0,242.0,1179.0,111.0,1101.0,215.0,120.0,838.0,933.0,1311.0,41.0,261.0,206.0,176.0,196.0,712.0,283.0,87.0,170.0,416.0,42.0,10211.0,727.0,0.0,57.0,217.0,0.0,366.0,179.0,114.0,588.0,257.0,160.0,284.0,47.0,21.0,240.0,259.0
inclusive,3145.0,3316.0,2128.0,2131.0,2105.0,1985.0,2013.0,2003.0,2024.0,1979.0,1974.0,1972.0,1975.0,2080.0,2029.0,2086.0,2301.0,1677.0,1769.0,2054.0,1018.0,979.0,985.0,1253.0,1172.0,1161.0,1780.0,1378.0,1338.0,1170.0,1020.0,821.0,1340.0,1759.0,688.0,789.0,1080.0,1318.0,3206.0,1437.0,1170.0,1625.0,1914.0,1461.0,1562.0,1738.0,775.0,475.0,240.0,736.0,1070.0,945.0,1598.0,1045.0,460.0,478.0,584.0,736.0,1098.0,1189.0,594.0,786.0,409.0,680.0,699.0,483.0,1003.0,985.0,332.0,1705.0,922.0,567.0,543.0,267.0,1037.0,605.0,884.0,219.0,891.0,767.0,689.0,1603.0,847.0,771.0,968.0,579.0,524.0,1537.0,256.0,837.0,971.0,481.0,732.0,744.0,534.0,651.0,222.0,320.0,1068.0,531.0,805.0,656.0,575.0,774.0,348.0,260.0,501.0,383.0,300.0,338.0,326.0,284.0,300.0,667.0,218.0,522.0,1011.0,373.0,166.0,914.0,551.0,896.0,53.0,324.0,759.0,246.0,938.0,433.0,549.0,52.0,161.0,600.0,0.0,727.0,10181.0,234.0,528.0,263.0,89.0,128.0,65.0,250.0,849.0,633.0,172.0,371.0,934.0,582.0,279.0,292.0
concurso,5373.0,2677.0,2886.0,2088.0,1918.0,2077.0,2138.0,2068.0,2120.0,1998.0,1979.0,1961.0,1919.0,1945.0,1911.0,4925.0,3805.0,3808.0,2051.0,1915.0,802.0,3164.0,1749.0,1072.0,726.0,727.0,2804.0,7477.0,964.0,1264.0,1966.0,913.0,2760.0,2461.0,1958.0,333.0,1047.0,3143.0,837.0,163.0,3786.0,2546.0,291.0,2927.0,923.0,725.0,318.0,1696.0,719.0,673.0,435.0,432.0,1802.0,2728.0,1824.0,1332.0,2252.0,808.0,1783.0,433.0,2200.0,835.0,1256.0,605.0,318.0,1729.0,135.0,1185.0,50.0,452.0,1339.0,579.0,1788.0,300.0,1097.0,490.0,971.0,1422.0,0.0,1297.0,770.0,543.0,577.0,433.0,326.0,589.0,917.0,271.0,716.0,1038.0,560.0,283.0,632.0,54.0,522.0,1335.0,240.0,143.0,1565.0,474.0,540.0,1287.0,2015.0,1945.0,996.0,181.0,210.0,591.0,1145.0,190.0,207.0,627.0,414.0,1215.0,483.0,688.0,27.0,1317.0,127.0,560.0,1438.0,257.0,598.0,48.0,648.0,228.0,798.0,164.0,1098.0,324.0,1028.0,157.0,799.0,0.0,234.0,10145.0,327.0,233.0,73.0,327.0,534.0,724.0,137.0,232.0,1040.0,284.0,583.0,852.0,341.0,481.0
julgamento,3791.0,3803.0,3018.0,2910.0,2772.0,2874.0,3028.0,2949.0,3034.0,2840.0,2810.0,2783.0,2720.0,2632.0,2659.0,3603.0,1470.0,2134.0,1465.0,638.0,1501.0,1642.0,1620.0,1920.0,855.0,878.0,1336.0,524.0,1012.0,381.0,1828.0,2120.0,644.0,872.0,286.0,578.0,712.0,238.0,965.0,422.0,984.0,143.0,1323.0,1597.0,406.0,954.0,1152.0,1779.0,2311.0,1143.0,442.0,29.0,397.0,628.0,1311.0,455.0,411.0,168.0,290.0,1192.0,371.0,1298.0,1166.0,1780.0,788.0,230.0,46.0,571.0,597.0,2840.0,1042.0,952.0,353.0,1205.0,475.0,447.0,228.0,335.0,79.0,222.0,2986.0,2611.0,620.0,2084.0,352.0,1670.0,318.0,2682.0,308.0,220.0,1197.0,980.0,611.0,95.0,626.0,1005.0,852.0,48.0,323.0,898.0,376.0,182.0,530.0,427.0,144.0,103.0,94.0,651.0,236.0,1041.0,546.0,536.0,752.0,175.0,348.0,343.0,61.0,137.0,995.0,337.0,1245.0,278.0,131.0,222.0,399.0,617.0,659.0,912.0,207.0,275.0,24.0,760.0,145.0,57.0,528.0,327.0,10129.0,145.0,331.0,223.0,666.0,183.0,902.0,398.0,406.0,466.0,820.0,752.0,1023.0,201.0
constitucionais,3366.0,3122.0,2400.0,2176.0,2189.0,2164.0,2203.0,2189.0,2218.0,2153.0,2143.0,2135.0,2116.0,2201.0,2162.0,2222.0,2192.0,1371.0,5966.0,5847.0,1462.0,2905.0,1005.0,1087.0,1112.0,1096.0,1618.0,1153.0,1503.0,5577.0,729.0,699.0,1056.0,1657.0,3937.0,423.0,175.0,1615.0,557.0,943.0,795.0,1759.0,330.0,322.0,654.0,1140.0,1794.0,980.0,1043.0,1164.0,8788.0,1962.0,1184.0,1135.0,1436.0,775.0,1068.0,2356.0,3534.0,1273.0,1061.0,398.0,899.0,815.0,362.0,3475.0,488.0,1421.0,1748.0,231.0,106.0,1019.0,912.0,6286.0,466.0,444.0,1928.0,932.0,236.0,876.0,227.0,320.0,364.0,197.0,418.0,779.0,1508.0,275.0,813.0,1483.0,611.0,122.0,759.0,1917.0,73.0,800.0,55.0,3784.0,291.0,436.0,176.0,2663.0,185.0,698.0,793.0,670.0,169.0,357.0,224.0,113.0,151.0,444.0,510.0,44.0,1156.0,579.0,1506.0,429.0,121.0,93.0,101.0,225.0,151.0,1262.0,161.0,398.0,37.0,565.0,794.0,173.0,90.0,643.0,1707.0,217.0,263.0,233.0,145.0,10052.0,24.0,229.0,12.0,901.0,679.0,139.0,570.0,280.0,0.0,378.0,104.0,810.0
lucia,3083.0,2764.0,2481.0,2494.0,2359.0,2491.0,2508.0,2500.0,2517.0,2488.0,2485.0,2482.0,2490.0,2384.0,2335.0,915.0,713.0,447.0,564.0,410.0,2787.0,493.0,1292.0,56.0,2827.0,2802.0,458.0,1412.0,2592.0,217.0,614.0,49.0,328.0,618.0,220.0,2377.0,3566.0,299.0,1168.0,42.0,554.0,2061.0,1319.0,403.0,929.0,440.0,152.0,969.0,100.0,19.0,190.0,2673.0,313.0,201.0,302.0,424.0,486.0,1309.0,293.0,539.0,485.0,764.0,416.0,1531.0,176.0,200.0,230.0,578.0,162.0,142.0,268.0,19.0,291.0,216.0,177.0,270.0,180.0,270.0,75.0,276.0,324.0,273.0,362.0,563.0,130.0,199.0,666.0,282.0,914.0,175.0,205.0,654.0,85.0,336.0,1231.0,325.0,732.0,89.0,106.0,141.0,272.0,80.0,56.0,129.0,119.0,305.0,2278.0,1395.0,367.0,148.0,1259.0,64.0,139.0,184.0,339.0,391.0,218.0,352.0,844.0,555.0,13.0,134.0,3373.0,211.0,33.0,57.0,344.0,209.0,136.0,55.0,9.0,279.0,164.0,0.0,89.0,73.0,331.0,24.0,10018.0,214.0,263.0,0.0,155.0,241.0,732.0,819.0,616.0,188.0,470.0,393.0
acusado,3773.0,5644.0,2422.0,2172.0,2298.0,2164.0,2180.0,2220.0,2189.0,2161.0,2162.0,2164.0,2187.0,2270.0,2227.0,4288.0,3152.0,1459.0,3775.0,1471.0,1548.0,1244.0,2292.0,1779.0,956.0,961.0,1600.0,851.0,541.0,1182.0,3255.0,846.0,1790.0,2414.0,490.0,573.0,557.0,1307.0,410.0,659.0,810.0,1032.0,455.0,1243.0,804.0,1790.0,1080.0,399.0,1254.0,475.0,371.0,4.0,1172.0,721.0,1667.0,756.0,992.0,434.0,322.0,1009.0,1011.0,374.0,591.0,728.0,1083.0,304.0,222.0,882.0,153.0,1451.0,969.0,422.0,928.0,2213.0,1580.0,1493.0,592.0,630.0,300.0,466.0,119.0,497.0,1253.0,770.0,133.0,557.0,413.0,404.0,486.0,671.0,521.0,834.0,1533.0,182.0,440.0,622.0,154.0,199.0,558.0,331.0,391.0,319.0,154.0,407.0,557.0,401.0,200.0,95.0,1247.0,422.0,1192.0,1716.0,2245.0,546.0,345.0,536.0,214.0,1942.0,762.0,584.0,738.0,235.0,254.0,215.0,1204.0,1000.0,336.0,206.0,605.0,470.0,588.0,504.0,212.0,366.0,128.0,327.0,223.0,229.0,214.0,9968.0,349.0,593.0,95.0,411.0,359.0,243.0,375.0,487.0,64.0,230.0
c,5360.0,2140.0,2676.0,2356.0,2418.0,2343.0,2394.0,2373.0,2417.0,2333.0,2328.0,2329.0,2353.0,2446.0,2392.0,5140.0,2104.0,4484.0,1088.0,1367.0,879.0,2112.0,1462.0,828.0,1690.0,1753.0,2275.0,1165.0,1423.0,658.0,2309.0,1200.0,2598.0,667.0,812.0,2429.0,1986.0,517.0,412.0,241.0,2557.0,531.0,282.0,2832.0,365.0,458.0,1043.0,654.0,1351.0,474.0,272.0,230.0,923.0,750.0,636.0,3873.0,2439.0,477.0,795.0,586.0,2375.0,176.0,946.0,446.0,1621.0,747.0,156.0,3126.0,569.0,625.0,1468.0,249.0,1801.0,445.0,525.0,548.0,486.0,557.0,97.0,574.0,922.0,628.0,256.0,250.0,28.0,245.0,609.0,593.0,185.0,551.0,454.0,152.0,553.0,245.0,318.0,421.0,3385.0,247.0,401.0,980.0,126.0,318.0,503.0,722.0,751.0,55.0,382.0,176.0,459.0,665.0,252.0,264.0,306.0,410.0,894.0,973.0,144.0,193.0,191.0,410.0,135.0,121.0,55.0,246.0,278.0,656.0,2134.0,274.0,249.0,779.0,49.0,98.0,116.0,179.0,65.0,534.0,666.0,12.0,263.0,349.0,9950.0,203.0,130.0,187.0,129.0,373.0,62.0,400.0,125.0,224.0
